"locality","CAT_sp","N_total","N_parasitized","N_par_species","parasitism_rate"
"Utai","Catoria delectaria",5,0,0,0
"Utai","Chalcidoptera emissalis",1,0,0,0
"Utai","Chora huntei",1,0,0,0
"Utai","Choreutis basalis",25,12,6,0.48
"Utai","Choreutis cf. anthorma",113,45,13,0.398230088495575
"Utai","Choreutis lutescens",4,0,0,0
"Utai","Chrysocraspeda nr. inundata",3,0,0,0
"Utai","Chrysocraspeda praegriseata",4,0,0,0
"Utai","Chrysocraspeda sp. AAB1427",7,0,0,0
"Utai","Chrysocraspeda sp. AAC8547",14,1,1,0.0714285714285714
"Utai","Cleora repetita",2,0,0,0
"Utai","Coelorhyncidia nitidalis",32,5,5,0.15625
"Utai","Cotana sp. AAI6038",1,0,0,0
"Utai","Cyrestis acilia",3,0,0,0
"Utai","Darantasia caerulescens",1,0,0,0
"Utai","Dichomeris n. sp. nr. ochreoviridella",126,31,8,0.246031746031746
"Utai","Dichomeris ochreoviridella",9,3,3,0.333333333333333
"Utai","Dichomeris sp. XXXX068",12,1,1,0.0833333333333333
"Utai","Dichomeris sp. XXXX120",22,3,1,0.136363636363636
"Utai","Dizuga recusataria",163,0,0,0
"Utai","Dudua sp. AAB0663",76,4,3,0.0526315789473684
"Utai","Erebidae sp. ABY3889",2,0,0,0
"Utai","Euploea leucostictos",5,0,0,0
"Utai","Gauna phaealis",1,0,0,0
"Utai","Gauna sp. AAF4890",9,1,1,0.111111111111111
"Utai","Glyphodes doleschalii",3,0,0,0
"Utai","Glyphodes margaritaria",202,105,17,0.51980198019802
"Utai","Homona aestivana",1,0,0,0
"Utai","Homona auriga",1,0,0,0
"Utai","Homona mermerodes",4,0,0,0
"Utai","Hypomecis infaustaria",1,0,0,0
"Utai","Hyposidra incomptaria",1,0,0,0
"Utai","Hyposidra talaca",2,0,0,0
"Utai","Isotenes sp. AAC7573",2,0,0,0
"Utai","Isotenes sp. AAC7575",1,0,0,0
"Utai","Jodis albifusa",36,2,2,0.0555555555555556
"Utai","Jodis sp. AAE5694",7,0,0,0
"Utai","Jodis sp. AAO0087",1,0,0,0
"Utai","Lecithocera sp. AAI1270",1,0,0,0
"Utai","Lecithocera sp. AAI1271",2,0,0,0
"Utai","Lista carniola",5,2,2,0.4
"Utai","Macroglossum melas pullius",4,0,0,0
"Utai","Macroglossum troglodytus papuanum",1,0,0,0
"Utai","Macrothyma sanguinolenta",1,0,0,0
"Utai","Mecistoptera franzwagneri",1,0,0,0
"Utai","Mecistoptera sophiewagnerae",2,0,0,0
"Utai","Meekiaria nigriscriptalis",3,0,0,0
"Utai","Meekiaria purpurea",38,6,4,0.157894736842105
"Utai","Meekiaria sp. AAA3374",59,8,5,0.135593220338983
"Utai","Meekiaria sp. AAA3375",4,1,1,0.25
"Utai","Meekiaria sp. AAA3378",5,0,0,0
"Utai","Meekiaria sp. AAA3379",302,8,6,0.0264900662251656
"Utai","Meekiaria sp. AAA3380",6,1,1,0.166666666666667
"Utai","Mellea hieroglyphica",3,0,0,0
"Utai","Mellea nitida",33,1,1,0.0303030303030303
"Utai","Mellea ordinaria complex",322,27,7,0.0838509316770186
"Utai","Mellea sp. 1 nr. ordinaria",39,0,0,0
"Utai","Mellea sp. AAA9701",33,1,1,0.0303030303030303
"Utai","Mellea sp. AAI1456",108,4,4,0.037037037037037
"Utai","Mellea sp. AAI1457",18,0,0,0
"Utai","Mellea sp. AAI1461",1,0,0,0
"Utai","Moca congrualis",3,0,0,0
"Utai","Noctuidae sp.NOCT117",2,0,0,0
"Utai","Noctuidae sp.NOCT119",1,0,0,0
"Utai","Nolidae sp.NOLI002",4,0,0,0
"Utai","Nycteola indicatana",2,0,0,0
"Utai","Nycteola n. sp. AAB7439",6,0,0,0
"Utai","Oenospila sp. AAB6770",2,0,0,0
"Utai","Oenospila sp. AAD3332",1,0,0,0
"Utai","Olene nr. mendosa",4,0,0,0
"Utai","Ophiorrhabda deceptor",43,2,2,0.0465116279069767
"Utai","Ophyx crinipes",6,1,1,0.166666666666667
"Utai","Orthaga nr. percnodes",4,0,0,0
"Utai","Paraphomia disjuncta",31,0,0,0
"Utai","Pharambara splendida",114,6,6,0.0526315789473684
"Utai","Philiris helena",31,7,3,0.225806451612903
"Utai","Philiris sp. AAF6866",1,0,0,0
"Utai","Phostria lanialis",1,0,0,0
"Utai","Phycitinae sp. AAG0392",2,0,0,0
"Utai","Pingasa chlora",7,0,0,0
"Utai","Piratisca minax",2,0,0,0
"Utai","Pyrophractis isotherma",11,0,0,0
"Utai","Rhodoneura aurata",74,6,2,0.0810810810810811
"Utai","Simplicia erebina",1,0,0,0
"Utai","Simplicia sp. NOCT120",1,0,0,0
"Utai","Statherotis discana",7,1,1,0.142857142857143
"Utai","Talanga deliciosa",89,14,8,0.157303370786517
"Utai","Talanga excelsalis",344,11,6,0.0319767441860465
"Utai","Talanga sexpunctalis complex",108,3,3,0.0277777777777778
"Utai","Tamba kebea",196,55,11,0.280612244897959
"Utai","Targalla palliatrix",2,0,0,0
"Utai","Teia sp. AAE9809",3,0,0,0
"Utai","Teia sp. AAI3599",1,0,0,0
"Utai","Unadophanes trissomita",24,4,2,0.166666666666667
"Utai","Xenolepis neoguineana",2,0,0,0
"Utai","Xenothictis gnetivora",1,0,0,0
"Utai","Xylinophylla maculata",1,0,0,0
"Wamangu","Acontiinae sp. AAG0292",2,0,0,0
"Wamangu","Addaea pusilla",263,11,5,0.0418250950570342
"Wamangu","Addaea syndesma",4,0,0,0
"Wamangu","Adoxophyes sp. AAA9592",18,1,1,0.0555555555555556
"Wamangu","Adoxophyes sp. AAB5052",3,0,0,0
"Wamangu","Adoxophyes tripselia",8,0,0,0
"Wamangu","Aetholix flavibasalis",1,0,0,0
"Wamangu","Agriophara sp. AAD4602",1,0,0,0
"Wamangu","Agrotera genuflexa",12,0,0,0
"Wamangu","Agrotera ignepictoides",1,0,0,0
"Wamangu","Agrotera nr. effertalis",21,2,2,0.0952380952380952
"Wamangu","Albinospila sp. AAB0430",46,2,1,0.0434782608695652
"Wamangu","Albinospila sp. AAH9003",1,0,0,0
"Wamangu","Arctornis sp.1 SEM-2008 nr. intacta",13,1,1,0.0769230769230769
"Wamangu","Arctornis sp.3 SEM-2008 nr. intacta",3,0,0,0
"Wamangu","Arctornis sp.4 SEM-2008 nr. intacta",1,0,0,0
"Wamangu","Arhopala sp. ABZ4430",1,0,0,0
"Wamangu","Arhopala thamyras",2,0,0,0
"Wamangu","Arna nr. galactopis",3,0,0,0
"Wamangu","Artaxa sp. AAB8719",1,0,0,0
"Wamangu","Asota caricae",13,4,2,0.307692307692308
"Wamangu","Asota eusemioides",14,2,1,0.142857142857143
"Wamangu","Asota plana",28,17,2,0.607142857142857
"Wamangu","Berta sp. AAD4670",4,0,0,0
"Wamangu","Brenthia JR39",2,1,1,0.5
"Wamangu","Brenthia sp. AAC1202",7,0,0,0
"Wamangu","Brenthia sp. AAI3836",2,0,0,0
"Wamangu","Brenthia sp. JR22",26,1,1,0.0384615384615385
"Wamangu","Brenthia sp. JR32",7,0,0,0
"Wamangu","Brenthia sp. JR34",40,0,0,0
"Wamangu","Brenthia sp. JR53",4,0,0,0
"Wamangu","Brenthia sp. JR54",32,0,0,0
"Wamangu","Brenthia sp. JR62",1,0,0,0
"Wamangu","Caeneressa bernhardi",1,0,0,0
"Wamangu","Calindoea dorilusalis",5,0,0,0
"Wamangu","Chaetocneme sp. AAF8537",1,0,0,0
"Wamangu","Chalcidoptera emissalis",6,0,0,0
"Wamangu","Chamaita sp. AAD7699",3,0,0,0
"Wamangu","Chamaita sp. AAE1114",6,0,0,0
"Wamangu","Choreutis basalis",16,0,0,0
"Wamangu","Choreutis cf. anthorma",178,41,7,0.230337078651685
"Wamangu","Choreutis chi",6,1,1,0.166666666666667
"Wamangu","Choreutis lutescens",108,10,5,0.0925925925925926
"Wamangu","Choreutis sp. JR5",1,0,0,0
"Wamangu","Choreutis tricyanitis",2,0,0,0
"Wamangu","Chrysocraspeda nr. inundata",3,0,0,0
"Wamangu","Chrysocraspeda sp. AAB1427",4,0,0,0
"Wamangu","Cirrhochrista xanthographis",7,1,1,0.142857142857143
"Wamangu","Coelorhyncidia nitidalis",16,5,4,0.3125
"Wamangu","Copromorphidae sp. AAG0483",3,2,2,0.666666666666667
"Wamangu","Copromorphidae sp. AAG3732",10,1,1,0.1
"Wamangu","Copromorphidae sp. AAH4359",1,0,0,0
"Wamangu","Cyrestis acilia",8,0,0,0
"Wamangu","Darantasia caerulescens",1,0,0,0
"Wamangu","Dichomeris n. sp. nr. ochreoviridella",89,5,1,0.0561797752808989
"Wamangu","Dichomeris ochreoviridella",21,1,1,0.0476190476190476
"Wamangu","Dichomeris sp. AAA9076",1,0,0,0
"Wamangu","Dichomeris sp. AAB2697",1,0,0,0
"Wamangu","Dichomeris sp. AAI6257",2,0,0,0
"Wamangu","Dichomeris sp. XXXX068",93,1,1,0.010752688172043
"Wamangu","Dichomeris sp. XXXX120",9,1,1,0.111111111111111
"Wamangu","Dizuga recusataria",83,0,0,0
"Wamangu","Dudua sp. AAB0663",9,0,0,0
"Wamangu","Eucyclodes absona",2,0,0,0
"Wamangu","Eucyclodes sp. ACF0440",1,0,0,0
"Wamangu","Euploea leucostictos",2,0,0,0
"Wamangu","Gauna phaealis",9,0,0,0
"Wamangu","Gelechioidea sp. AAH4361",1,0,0,0
"Wamangu","Glyphodes margaritaria",52,13,6,0.25
"Wamangu","Gnathothlibus heliodes",2,0,0,0
"Wamangu","Gymnasura sp. USNM2",1,0,0,0
"Wamangu","Gymnasura sp. USNM9",3,0,0,0
"Wamangu","Homona mermerodes",1,0,0,0
"Wamangu","Homona spargotis",1,0,0,0
"Wamangu","Homona trachyptera",1,0,0,0
"Wamangu","Hypolycaena phorbas",4,0,0,0
"Wamangu","Hypomecis infaustaria",1,0,0,0
"Wamangu","Hyposidra talaca",1,0,0,0
"Wamangu","Hypsopygia nigrivitta",1,0,0,0
"Wamangu","Idiophantis n. sp. AAB7063",8,0,0,0
"Wamangu","Idiophantis n. sp. AAB7064",1,0,0,0
"Wamangu","Imma sp. AAF9965",1,0,0,0
"Wamangu","Isotenes sp. AAC7573",2,0,0,0
"Wamangu","Isotenes sp. AAC7575",1,0,0,0
"Wamangu","Jodis albifusa",13,0,0,0
"Wamangu","Labdia sp. AAH4360",1,0,0,0
"Wamangu","Lactura sp. AAI2177",1,0,0,0
"Wamangu","Lambula sp. ACE6062",1,0,0,0
"Wamangu","Lambula sp. USNM5",1,0,0,0
"Wamangu","Leucoma sp. ABU6384",1,0,0,0
"Wamangu","Limacodidae sp. LIMA007",1,1,1,1
"Wamangu","Lophopepla sp. AAI1091",1,0,0,0
"Wamangu","Lymantriinae sp. AAG9399",1,0,0,0
"Wamangu","Macarostola sp. AAI1170",10,1,1,0.1
"Wamangu","Macarostola sp. AAI1171",3,0,0,0
"Wamangu","Macroglossum melas pullius",27,2,1,0.0740740740740741
"Wamangu","Macrothyma sanguinolenta",4,0,0,0
"Wamangu","Mambara sp. AAL3983",1,0,0,0
"Wamangu","Mecistoptera franzwagneri",3,0,0,0
"Wamangu","Mecistoptera sophiewagnerae",1,0,0,0
"Wamangu","Meekiaria purpurea",65,4,2,0.0615384615384615
"Wamangu","Meekiaria sp. AAA3374",197,14,5,0.0710659898477157
"Wamangu","Meekiaria sp. AAA3375",5,0,0,0
"Wamangu","Meekiaria sp. AAA3376",5,0,0,0
"Wamangu","Meekiaria sp. AAA3378",5,0,0,0
"Wamangu","Meekiaria sp. AAA3379",6,1,1,0.166666666666667
"Wamangu","Meekiaria sp. AAA3380",8,0,0,0
"Wamangu","Meekiaria sp. AAJ1732",2,0,0,0
"Wamangu","Meekiaria sp. CRAM151",7,1,1,0.142857142857143
"Wamangu","Mellea hieroglyphica",16,0,0,0
"Wamangu","Mellea nitida",137,3,3,0.0218978102189781
"Wamangu","Mellea ordinaria complex",2,0,0,0
"Wamangu","Mellea ramifera",79,5,4,0.0632911392405063
"Wamangu","Mellea rectiviata",44,5,4,0.113636363636364
"Wamangu","Mellea sp. 1 nr. ordinaria",20,1,1,0.05
"Wamangu","Mellea sp. AAA9701",10,0,0,0
"Wamangu","Moca congrualis",13,2,2,0.153846153846154
"Wamangu","Noctuidae sp. AAG0293",1,0,0,0
"Wamangu","Nolidae sp. AAH3366",3,0,0,0
"Wamangu","Nolidae sp. AAH3367",6,0,0,0
"Wamangu","Nudaria sp. USNM2",1,0,0,0
"Wamangu","Nycteola indicatana",1,0,0,0
"Wamangu","Nycteola n. sp. AAB7439",6,0,0,0
"Wamangu","Oenospila sp. AAB6770",1,0,0,0
"Wamangu","Ophiorrhabda deceptor",19,1,1,0.0526315789473684
"Wamangu","Orthaga melanoperalis",8,0,0,0
"Wamangu","Orthaga nr. percnodes",2,0,0,0
"Wamangu","Orvasca sp. AAG9398",2,0,0,0
"Wamangu","Orvasca sp. ADH2494",2,0,0,0
"Wamangu","Paraphomia disjuncta",6,0,0,0
"Wamangu","Pharambara splendida",166,4,3,0.0240963855421687
"Wamangu","Philiris helena",105,31,2,0.295238095238095
"Wamangu","Philiris moira",17,4,3,0.235294117647059
"Wamangu","Philiris sp. AAF6866",4,1,1,0.25
"Wamangu","Phycitinae sp. AAG0396",2,0,0,0
"Wamangu","Piletocera sp. AAG3027",4,3,3,0.75
"Wamangu","Polygiton sp. AAH1014",2,0,0,0
"Wamangu","Polypogon sp. AAI2776",7,0,0,0
"Wamangu","Pseudocera nr. trissosticha",21,2,1,0.0952380952380952
"Wamangu","Pseudocera sp. AAB1481",18,0,0,0
"Wamangu","Pterophorus albidus",3,0,0,0
"Wamangu","Rhodoneura aurata",89,3,1,0.0337078651685393
"Wamangu","Roeselia hemizona",2,0,0,0
"Wamangu","Sarobides inconclusa",1,0,0,0
"Wamangu","Scopula sp. AAG9552",1,0,0,0
"Wamangu","Selepa discigera",1,0,0,0
"Wamangu","Sphenarches anisodactylus",1,0,0,0
"Wamangu","Sporostigena sp. AAJ3512",2,0,0,0
"Wamangu","Talanga deliciosa",143,13,6,0.0909090909090909
"Wamangu","Talanga excelsalis",301,51,11,0.169435215946844
"Wamangu","Talanga polyzonalis",18,0,0,0
"Wamangu","Talanga sexpunctalis complex",100,2,2,0.02
"Wamangu","Tamba kebea",13,1,1,0.0769230769230769
"Wamangu","Thosea monoloncha?",1,0,0,0
"Wamangu","Trischalis iridescens",2,0,0,0
"Wamangu","Unadophanes trissomita",109,11,4,0.100917431192661
"Wamangu","Xenolepis neoguineana",1,0,0,0
"Wamangu","Xenothictis gnetivora",2,1,1,0.5
"Wamangu","Xyloryctinae sp. XYLO001",1,0,0,0
"Wamangu","Zygaenosia sp. USNM1",1,0,0,0
"Wanang","Acontiinae sp. AAG0292",1,0,0,0
"Wanang","Addaea pusilla",137,3,1,0.0218978102189781
"Wanang","Adoxophyes sp. AAA9592",5,0,0,0
"Wanang","Adoxophyes sp. AAB5052",4,0,0,0
"Wanang","Adoxophyes templana complex",3,0,0,0
"Wanang","Adoxophyes thoracica",2,0,0,0
"Wanang","Agrotera genuflexa",6,1,1,0.166666666666667
"Wanang","Agrotera ignepictoides",2,0,0,0
"Wanang","Agrotera nr. effertalis",2,0,0,0
"Wanang","Agrotera sp. AAJ7071",1,0,0,0
"Wanang","Albinospila sp. AAB0430",1,0,0,0
"Wanang","Albinospila sp. AAH9003",1,0,0,0
"Wanang","Anomis flava",3,0,0,0
"Wanang","Arctornis sp.1 SEM-2008 nr. intacta",1,0,0,0
"Wanang","Arctornis sp.3 SEM-2008 nr. intacta",1,0,0,0
"Wanang","Arna nr. galactopis",1,0,0,0
"Wanang","Asota caricae",30,1,1,0.0333333333333333
"Wanang","Asota eusemioides",2,0,0,0
"Wanang","Asota plana",79,2,1,0.0253164556962025
"Wanang","Brenthia sp. AAC1206",1,0,0,0
"Wanang","Brenthia sp. JR24",4,0,0,0
"Wanang","Brenthia sp. JR37",3,0,0,0
"Wanang","Brenthia sp. JR53",1,0,0,0
"Wanang","Brenthia sp. JR54",1,0,0,0
"Wanang","Catoria delectaria",2,0,0,0
"Wanang","Choreutis basalis",33,6,3,0.181818181818182
"Wanang","Choreutis cf. anthorma",98,30,5,0.306122448979592
"Wanang","Choreutis lutescens",34,5,2,0.147058823529412
"Wanang","Choreutis sp. JR09",2,0,0,0
"Wanang","Cirrhochrista xanthographis",3,0,0,0
"Wanang","Coelorhyncidia nitidalis",128,0,0,0
"Wanang","Cryptoblabes sp. AAG0395",1,0,0,0
"Wanang","Derambila strigicosta",1,0,0,0
"Wanang","Dichomeris n. sp. nr. ochreoviridella",11,1,1,0.0909090909090909
"Wanang","Dichomeris ochreoviridella",9,0,0,0
"Wanang","Dichomeris sp. XXXX068",25,1,1,0.04
"Wanang","Dichomeris sp. XXXX120",12,2,1,0.166666666666667
"Wanang","Dizuga recusataria",17,0,0,0
"Wanang","Ectropis bhurmitra",1,0,0,0
"Wanang","Garudinodes nr. trizona",1,0,0,0
"Wanang","Gauna phaealis",5,1,1,0.2
"Wanang","Geometrinae sp. GEOM141",1,0,0,0
"Wanang","Glyphodes margaritaria",32,11,1,0.34375
"Wanang","Gymnasura sp. USNM9",1,0,0,0
"Wanang","Holocola n. sp. AAC7734",3,0,0,0
"Wanang","Homona aestivana",1,0,0,0
"Wanang","Homona mermerodes",1,0,0,0
"Wanang","Hyposidra incomptaria",2,0,0,0
"Wanang","Idiophantis n. sp. AAB7063",3,0,0,0
"Wanang","Imma monastica",1,0,0,0
"Wanang","Jodis albifusa",97,4,2,0.0412371134020619
"Wanang","Jodis sp. AAE5694",17,0,0,0
"Wanang","Lambula agraphia",1,0,0,0
"Wanang","Macarostola sp. AAI1170",5,0,0,0
"Wanang","Macroglossum melas pullius",3,0,0,0
"Wanang","Macroglossum troglodytus papuanum",2,0,0,0
"Wanang","Marapana pulverata",1,0,0,0
"Wanang","Mecistoptera n. sp. AAB6947",17,1,1,0.0588235294117647
"Wanang","Mecistoptera sophiewagnerae",5,0,0,0
"Wanang","Meekiaria purpurea",37,1,1,0.027027027027027
"Wanang","Meekiaria sp. AAA3374",70,5,3,0.0714285714285714
"Wanang","Meekiaria sp. AAA3375",2,0,0,0
"Wanang","Meekiaria sp. AAA3376",3,0,0,0
"Wanang","Meekiaria sp. AAA3378",4,0,0,0
"Wanang","Meekiaria sp. AAA3379",4,0,0,0
"Wanang","Meekiaria sp. AAA3380",2,0,0,0
"Wanang","Meekiaria sp. AAJ1732",2,0,0,0
"Wanang","Mellea hieroglyphica",4,0,0,0
"Wanang","Mellea nitida",3,0,0,0
"Wanang","Mellea ordinaria complex",97,4,4,0.0412371134020619
"Wanang","Mellea ramifera",16,1,1,0.0625
"Wanang","Mellea sp. 1 nr. ordinaria",36,4,3,0.111111111111111
"Wanang","Mellea sp. AAA9701",7,1,1,0.142857142857143
"Wanang","Mellea sp. AAI1456",1,0,0,0
"Wanang","Microstola sp. AAH2579",1,0,0,0
"Wanang","Moca congrualis",1,0,0,0
"Wanang","Noctuidae sp.NOCT095",1,0,0,0
"Wanang","Nycteola n. sp. AAB7439",1,0,0,0
"Wanang","Nycteola nr. pseudoindica",1,0,0,0
"Wanang","Ophiorrhabda deceptor",5,0,0,0
"Wanang","Orthaga nr. percnodes",2,2,2,1
"Wanang","Orvasca sp. AAD8421",1,0,0,0
"Wanang","Orvasca sp. ADH2494",3,0,0,0
"Wanang","Paraphomia disjuncta",141,8,2,0.0567375886524823
"Wanang","Paraphomia sp. AAI2622",2,0,0,0
"Wanang","Parotis hilaralis",1,0,0,0
"Wanang","Perixera sp. AAI2524",3,0,0,0
"Wanang","Pharambara micacealis",2,0,0,0
"Wanang","Pharambara splendida",168,1,1,0.00595238095238095
"Wanang","Philiris helena",12,3,2,0.25
"Wanang","Philiris moira",1,0,0,0
"Wanang","Pingasa chlora",1,0,0,0
"Wanang","Pleuroptya nr. sabinusalis",4,1,1,0.25
"Wanang","Talanga deliciosa",47,0,0,0
"Wanang","Talanga excelsalis",44,0,0,0
"Wanang","Talanga polyzonalis",13,0,0,0
"Wanang","Talanga sexpunctalis complex",32,0,0,0
"Wanang","Tamba kebea",3,0,0,0
"Wanang","Targalla suffundens",1,0,0,0
"Wanang","Tortricidae sp.TORT100",1,0,0,0
"Wanang","Tortricidae sp.XXXX123",1,0,0,0
"Wanang","Unadophanes trissomita",3,0,0,0
"Wanang","Uraniidae sp.URAN012",1,0,0,0
"Wanang","Uraniidae sp.URAN013",1,0,0,0
"Wanang","Xenolepis neoguineana",4,1,1,0.25
"Wanang","Xenothictis gnetivora",20,2,1,0.1
"Wanang","Zygaenosia sp. USNM1",1,0,0,0
"Yapsiei","Addaea pusilla",137,4,4,0.0291970802919708
"Yapsiei","Addaea syndesma",2,0,0,0
"Yapsiei","Adoxophyes sp. AAA9592",1,0,0,0
"Yapsiei","Adoxophyes sp. AAB5052",3,1,1,0.333333333333333
"Yapsiei","Adoxophyes templana complex",1,0,0,0
"Yapsiei","Adoxophyes thoracica",4,0,0,0
"Yapsiei","Agrotera nr. effertalis",1,0,0,0
"Yapsiei","Albinospila sp. AAB0430",1,0,0,0
"Yapsiei","Albinospila sp. AAB0432",1,0,0,0
"Yapsiei","Arctornis sp.1 SEM-2008 nr. intacta",2,0,0,0
"Yapsiei","Ardozyga nr. amphiplaca",5,0,0,0
"Yapsiei","Ardozyga sp. AAE6214",1,0,0,0
"Yapsiei","Asota caricae",113,5,3,0.0442477876106195
"Yapsiei","Asota plana",41,4,1,0.0975609756097561
"Yapsiei","Brenthia JR39",62,4,3,0.0645161290322581
"Yapsiei","Brenthia sp. AAC1202",8,0,0,0
"Yapsiei","Brenthia sp. AAI3833",3,0,0,0
"Yapsiei","Brenthia sp. JR32",13,0,0,0
"Yapsiei","Brenthia sp. JR54",39,2,2,0.0512820512820513
"Yapsiei","Brenthia sp. JR62",50,4,1,0.08
"Yapsiei","Calindoea dorilusalis",7,0,0,0
"Yapsiei","Cangetta cf. rectilinea",7,1,1,0.142857142857143
"Yapsiei","Choreutis basalis",91,7,6,0.0769230769230769
"Yapsiei","Choreutis cf. anthorma",44,4,4,0.0909090909090909
"Yapsiei","Choreutis lutescens",59,11,7,0.186440677966102
"Yapsiei","Choreutis sp. JR06",7,0,0,0
"Yapsiei","Choreutis sp. JR07",2,0,0,0
"Yapsiei","Choreutis sp. JR08",1,0,0,0
"Yapsiei","Choreutis sp. JR2",6,0,0,0
"Yapsiei","Choreutis sp. JR5",1,0,0,0
"Yapsiei","Choreutis tricyanitis",2,0,0,0
"Yapsiei","Cirrhochrista cf. brizoalis",3,0,0,0
"Yapsiei","Cirrhochrista xanthographis",17,2,2,0.117647058823529
"Yapsiei","Coelorhyncidia nitidalis",61,14,7,0.229508196721311
"Yapsiei","Copromorphidae sp. AAG3732",14,1,1,0.0714285714285714
"Yapsiei","Cotana sp. AAI6038",1,0,0,0
"Yapsiei","Cyclophora sp. AAF7883",1,0,0,0
"Yapsiei","Cyclophora sp. AAF7884",1,0,0,0
"Yapsiei","Cyrestis acilia",1,0,0,0
"Yapsiei","Dichomeris n. sp. nr. ochreoviridella",193,31,6,0.160621761658031
"Yapsiei","Dichomeris ochreoviridella",120,19,4,0.158333333333333
"Yapsiei","Dichomeris sp. AAB2697",3,1,1,0.333333333333333
"Yapsiei","Dichomeris sp. AAI6257",2,0,0,0
"Yapsiei","Dichomeris sp. XXXX068",33,0,0,0
"Yapsiei","Dichomeris sp. XXXX120",3,0,0,0
"Yapsiei","Dysaethria sp. AAN5052",2,0,0,0
"Yapsiei","Elachyophtalma cf. kebeae",3,0,0,0
"Yapsiei","Euploea leucostictos",3,1,1,0.333333333333333
"Yapsiei","Focillodes sp. AAZ9141",1,0,0,0
"Yapsiei","Gelechiidae sp. AAN5589",2,0,0,0
"Yapsiei","Gelechiidae sp.TORT188",1,0,0,0
"Yapsiei","Gelechioidea sp.TORT193",1,0,0,0
"Yapsiei","Geometridae sp.GEOM147",1,0,0,0
"Yapsiei","Geometridae sp.GEOM148",1,0,0,0
"Yapsiei","Glyphodes margaritaria",27,2,2,0.0740740740740741
"Yapsiei","Glyphodes nr. caesalis",1,0,0,0
"Yapsiei","Gnathothlibus heliodes",1,0,0,0
"Yapsiei","Helcystogramma sp. AAI2045",2,0,0,0
"Yapsiei","Holocola n. sp. AAC7734",12,0,0,0
"Yapsiei","Homona aestivana",2,0,0,0
"Yapsiei","Homona auriga",1,0,0,0
"Yapsiei","Idiophantis n. sp. AAB7063",14,1,1,0.0714285714285714
"Yapsiei","Idiophantis n. sp. AAB7064",3,1,1,0.333333333333333
"Yapsiei","Idiophantis n. sp. AAZ1655",2,0,0,0
"Yapsiei","Jodis albifusa",1,0,0,0
"Yapsiei","Lecithocera sp. AAI1272",1,0,0,0
"Yapsiei","Lepidoptera sp.XXXX137",1,0,0,0
"Yapsiei","Lepidoptera sp.XXXX138",1,0,0,0
"Yapsiei","Lepidoptera sp.XXXX140",1,0,0,0
"Yapsiei","Lepidoptera sp.XXXX141",1,0,0,0
"Yapsiei","Lithosiinae sp.TORT189",2,0,0,0
"Yapsiei","Lymantria novaguineensis",1,0,0,0
"Yapsiei","Lymantria sp. LYMA069",2,0,0,0
"Yapsiei","Lymantriidae sp.LYMA072",1,0,0,0
"Yapsiei","Macarostola sp. AAI1170",1,0,0,0
"Yapsiei","Macroglossum melas pullius",4,0,0,0
"Yapsiei","Macroglossum troglodytus papuanum",1,0,0,0
"Yapsiei","Macrothyma sanguinolenta",3,1,1,0.333333333333333
"Yapsiei","Meekiaria purpurea",147,39,14,0.26530612244898
"Yapsiei","Meekiaria sp. AAA3374",159,22,11,0.138364779874214
"Yapsiei","Meekiaria sp. AAA3378",33,3,3,0.0909090909090909
"Yapsiei","Mellea hieroglyphica",3,0,0,0
"Yapsiei","Mellea nitida",22,2,1,0.0909090909090909
"Yapsiei","Mellea ordinaria complex",447,8,3,0.0178970917225951
"Yapsiei","Mellea ramifera",168,12,8,0.0714285714285714
"Yapsiei","Mellea sp. 1 nr. ordinaria",20,1,1,0.05
"Yapsiei","Mellea sp. AAA9701",20,2,2,0.1
"Yapsiei","Mellea sp. AAI1456",81,1,1,0.0123456790123457
"Yapsiei","Mellea sp. AAI1457",33,1,1,0.0303030303030303
"Yapsiei","Mellea sp. AAI1461",6,0,0,0
"Yapsiei","Moca congrualis",1,0,0,0
"Yapsiei","Nausinoe globulipedalis",1,0,0,0
"Yapsiei","Nicetosoma niceta",1,0,0,0
"Yapsiei","Noctuidae sp. AAG0293",1,0,0,0
"Yapsiei","Noctuidae sp.GEOM149",1,0,0,0
"Yapsiei","Noctuidae sp.NOCT097",1,0,0,0
"Yapsiei","Nolidae sp.TORT194",1,0,0,0
"Yapsiei","Nothomastix klossi",12,1,1,0.0833333333333333
"Yapsiei","Nycteola indicatana",1,0,0,0
"Yapsiei","Nycteola n. sp. AAB7439",3,0,0,0
"Yapsiei","Nycteola nr. pseudoindica",1,0,0,0
"Yapsiei","Ophiorrhabda deceptor",1,0,0,0
"Yapsiei","Ophyx crinipes",9,0,0,0
"Yapsiei","Paraphomia disjuncta",70,5,2,0.0714285714285714
"Yapsiei","Paraphomia sp. AAI2622",3,0,0,0
"Yapsiei","Pharambara splendida",40,1,1,0.025
"Yapsiei","Philiris helena",27,2,2,0.0740740740740741
"Yapsiei","Philiris moira",33,5,2,0.151515151515152
"Yapsiei","Pinzulenza kukisch",1,0,0,0
"Yapsiei","Piratisca minax",2,0,0,0
"Yapsiei","Pleuroptya nr. sabinusalis",1,0,0,0
"Yapsiei","Pterophorus albidus",1,0,0,0
"Yapsiei","Pyralidae sp.PYRA035",1,0,0,0
"Yapsiei","Pyrophractis isotherma",3,1,1,0.333333333333333
