locality,date,value,year,month,variable
Yapsiei,1988-04-01,31.160000000000004,1988,4,tmax
Elem,1988-05-01,30.660000000000004,1988,5,tmax
Morox,1988-05-01,31.320000000000004,1988,5,tmax
Niksek,1988-05-01,31.94,1988,5,tmax
Ohu,1988-05-01,31.03,1988,5,tmax
Utai,1988-05-01,30.250000000000004,1988,5,tmax
Wamangu,1988-05-01,29.930000000000003,1988,5,tmax
Wanang,1988-05-01,29.730000000000004,1988,5,tmax
Yapsiei,1988-05-01,30.060000000000002,1988,5,tmax
Elem,1988-06-01,29.140000000000004,1988,6,tmax
Morox,1988-06-01,29.660000000000004,1988,6,tmax
Niksek,1988-06-01,29.37,1988,6,tmax
Ohu,1988-06-01,29.650000000000002,1988,6,tmax
Utai,1988-06-01,29.500000000000004,1988,6,tmax
Wamangu,1988-06-01,30.000000000000004,1988,6,tmax
Wanang,1988-06-01,30.26,1988,6,tmax
Yapsiei,1988-06-01,30.020000000000003,1988,6,tmax
Elem,1988-07-01,29.910000000000004,1988,7,tmax
Morox,1988-07-01,29.470000000000002,1988,7,tmax
Niksek,1988-07-01,29.570000000000004,1988,7,tmax
Ohu,1988-07-01,30.040000000000003,1988,7,tmax
Utai,1988-07-01,29.53,1988,7,tmax
Wamangu,1988-07-01,29.110000000000003,1988,7,tmax
Wanang,1988-07-01,29.360000000000003,1988,7,tmax
Yapsiei,1988-07-01,29.51,1988,7,tmax
Elem,1988-08-01,29.000000000000004,1988,8,tmax
Morox,1988-08-01,29.800000000000004,1988,8,tmax
Niksek,1988-08-01,30.12,1988,8,tmax
Ohu,1988-08-01,29.630000000000003,1988,8,tmax
Utai,1988-08-01,31.290000000000003,1988,8,tmax
Wamangu,1988-08-01,30.800000000000004,1988,8,tmax
Wanang,1988-08-01,30.970000000000002,1988,8,tmax
Yapsiei,1988-08-01,31.410000000000004,1988,8,tmax
Elem,1988-09-01,31.35,1988,9,tmax
Morox,1988-09-01,31.28,1988,9,tmax
Niksek,1988-09-01,31.44,1988,9,tmax
Ohu,1988-09-01,31.860000000000003,1988,9,tmax
Utai,1988-09-01,31.220000000000002,1988,9,tmax
Wamangu,1988-09-01,31.460000000000004,1988,9,tmax
Wanang,1988-09-01,31.53,1988,9,tmax
Yapsiei,1988-09-01,31.270000000000003,1988,9,tmax
Elem,1988-10-01,30.310000000000002,1988,10,tmax
Morox,1988-10-01,29.860000000000003,1988,10,tmax
Niksek,1988-10-01,29.730000000000004,1988,10,tmax
Ohu,1988-10-01,29.840000000000003,1988,10,tmax
Utai,1988-10-01,29.19,1988,10,tmax
Wamangu,1988-10-01,29.26,1988,10,tmax
Wanang,1988-10-01,29.150000000000002,1988,10,tmax
Yapsiei,1988-10-01,29.660000000000004,1988,10,tmax
Elem,1988-11-01,29.500000000000004,1988,11,tmax
Morox,1988-11-01,30.020000000000003,1988,11,tmax
Niksek,1988-11-01,30.340000000000003,1988,11,tmax
Ohu,1988-11-01,29.640000000000004,1988,11,tmax
Utai,1988-11-01,30.970000000000002,1988,11,tmax
Wamangu,1988-11-01,30.390000000000004,1988,11,tmax
Wanang,1988-11-01,30.200000000000003,1988,11,tmax
Yapsiei,1988-11-01,30.500000000000004,1988,11,tmax
Elem,1988-12-01,30.310000000000002,1988,12,tmax
Morox,1988-12-01,28.980000000000004,1988,12,tmax
Niksek,1988-12-01,28.630000000000003,1988,12,tmax
Ohu,1988-12-01,29.410000000000004,1988,12,tmax
Utai,1988-12-01,29.270000000000003,1988,12,tmax
Wamangu,1988-12-01,30.630000000000003,1988,12,tmax
Wanang,1988-12-01,31.060000000000002,1988,12,tmax
Yapsiei,1988-12-01,30.070000000000004,1988,12,tmax
Elem,1989-01-01,30.840000000000003,1989,1,tmax
Morox,1989-01-01,30.640000000000004,1989,1,tmax
Niksek,1989-01-01,30.310000000000002,1989,1,tmax
Ohu,1989-01-01,30.42,1989,1,tmax
Utai,1989-01-01,30.700000000000003,1989,1,tmax
Wamangu,1989-01-01,30.62,1989,1,tmax
Wanang,1989-01-01,30.630000000000003,1989,1,tmax
Yapsiei,1989-01-01,31.090000000000003,1989,1,tmax
Elem,1989-02-01,31.480000000000004,1989,2,tmax
Morox,1989-02-01,31.390000000000004,1989,2,tmax
Niksek,1989-02-01,31.51,1989,2,tmax
Ohu,1989-02-01,30.92,1989,2,tmax
Utai,1989-02-01,31.750000000000004,1989,2,tmax
Wamangu,1989-02-01,31.500000000000004,1989,2,tmax
Wanang,1989-02-01,31.270000000000003,1989,2,tmax
Yapsiei,1989-02-01,31.700000000000003,1989,2,tmax
Elem,1989-03-01,32.43,1989,3,tmax
Morox,1989-03-01,32.32,1989,3,tmax
Niksek,1989-03-01,32.39,1989,3,tmax
Ohu,1989-03-01,32.510000000000005,1989,3,tmax
Utai,1989-03-01,32.64,1989,3,tmax
Wamangu,1989-03-01,32.75,1989,3,tmax
Wanang,1989-03-01,32.39,1989,3,tmax
Yapsiei,1989-03-01,32.120000000000005,1989,3,tmax
Elem,1989-04-01,31.570000000000004,1989,4,tmax
Morox,1989-04-01,31.020000000000003,1989,4,tmax
Niksek,1989-04-01,30.87,1989,4,tmax
Ohu,1989-04-01,30.87,1989,4,tmax
Utai,1989-04-01,31.03,1989,4,tmax
Wamangu,1989-04-01,30.330000000000002,1989,4,tmax
Wanang,1989-04-01,30.1,1989,4,tmax
Yapsiei,1989-04-01,30.770000000000003,1989,4,tmax
Elem,1989-05-01,31.060000000000002,1989,5,tmax
Morox,1989-05-01,31.330000000000002,1989,5,tmax
Niksek,1989-05-01,31.6,1989,5,tmax
Ohu,1989-05-01,31.180000000000003,1989,5,tmax
Utai,1989-05-01,29.680000000000003,1989,5,tmax
Wamangu,1989-05-01,29.910000000000004,1989,5,tmax
Wanang,1989-05-01,29.42,1989,5,tmax
Yapsiei,1989-05-01,29.680000000000003,1989,5,tmax
Elem,1989-06-01,29.610000000000003,1989,6,tmax
Morox,1989-06-01,29.750000000000004,1989,6,tmax
Niksek,1989-06-01,29.37,1989,6,tmax
Ohu,1989-06-01,29.44,1989,6,tmax
Utai,1989-06-01,30.110000000000003,1989,6,tmax
Wamangu,1989-06-01,30.1,1989,6,tmax
Wanang,1989-06-01,30.450000000000003,1989,6,tmax
Yapsiei,1989-06-01,29.950000000000003,1989,6,tmax
Elem,1989-07-01,29.610000000000003,1989,7,tmax
Morox,1989-07-01,29.42,1989,7,tmax
Niksek,1989-07-01,29.070000000000004,1989,7,tmax
Ohu,1989-07-01,29.610000000000003,1989,7,tmax
Utai,1989-07-01,29.860000000000003,1989,7,tmax
Wamangu,1989-07-01,29.210000000000004,1989,7,tmax
Wanang,1989-07-01,29.26,1989,7,tmax
Yapsiei,1989-07-01,29.180000000000003,1989,7,tmax
Elem,1989-08-01,29.650000000000002,1989,8,tmax
Morox,1989-08-01,29.750000000000004,1989,8,tmax
Niksek,1989-08-01,30.040000000000003,1989,8,tmax
Ohu,1989-08-01,29.53,1989,8,tmax
Utai,1989-08-01,30.990000000000002,1989,8,tmax
Wamangu,1989-08-01,30.700000000000003,1989,8,tmax
Wanang,1989-08-01,30.470000000000002,1989,8,tmax
Yapsiei,1989-08-01,31.080000000000002,1989,8,tmax
Elem,1989-09-01,31.740000000000002,1989,9,tmax
Morox,1989-09-01,31.470000000000002,1989,9,tmax
Niksek,1989-09-01,31.360000000000003,1989,9,tmax
Ohu,1989-09-01,31.550000000000004,1989,9,tmax
Utai,1989-09-01,31.92,1989,9,tmax
Wamangu,1989-09-01,31.560000000000002,1989,9,tmax
Wanang,1989-09-01,31.700000000000003,1989,9,tmax
Yapsiei,1989-09-01,31.17,1989,9,tmax
Elem,1989-10-01,29.900000000000002,1989,10,tmax
Morox,1989-10-01,29.770000000000003,1989,10,tmax
Niksek,1989-10-01,29.340000000000003,1989,10,tmax
Ohu,1989-10-01,29.51,1989,10,tmax
Utai,1989-10-01,29.480000000000004,1989,10,tmax
Wamangu,1989-10-01,29.26,1989,10,tmax
Wanang,1989-10-01,29.150000000000002,1989,10,tmax
Yapsiei,1989-10-01,29.450000000000003,1989,10,tmax
Elem,1989-11-01,30.090000000000003,1989,11,tmax
Morox,1989-11-01,30.130000000000003,1989,11,tmax
Niksek,1989-11-01,30.42,1989,11,tmax
Ohu,1989-11-01,29.730000000000004,1989,11,tmax
Utai,1989-11-01,30.340000000000003,1989,11,tmax
Wamangu,1989-11-01,30.180000000000003,1989,11,tmax
Wanang,1989-11-01,29.730000000000004,1989,11,tmax
Yapsiei,1989-11-01,29.960000000000004,1989,11,tmax
Elem,1989-12-01,29.990000000000002,1989,12,tmax
Morox,1989-12-01,28.680000000000003,1989,12,tmax
Niksek,1989-12-01,28.560000000000002,1989,12,tmax
Ohu,1989-12-01,29.03,1989,12,tmax
Utai,1989-12-01,29.550000000000004,1989,12,tmax
Wamangu,1989-12-01,30.640000000000004,1989,12,tmax
Wanang,1989-12-01,30.62,1989,12,tmax
Yapsiei,1989-12-01,30.430000000000003,1989,12,tmax
Elem,1990-01-01,31.040000000000003,1990,1,tmax
Morox,1990-01-01,31.180000000000003,1990,1,tmax
Niksek,1990-01-01,31.110000000000003,1990,1,tmax
Ohu,1990-01-01,30.62,1990,1,tmax
Utai,1990-01-01,30.930000000000003,1990,1,tmax
Wamangu,1990-01-01,30.520000000000003,1990,1,tmax
Wanang,1990-01-01,30.340000000000003,1990,1,tmax
Yapsiei,1990-01-01,31.020000000000003,1990,1,tmax
Elem,1990-02-01,30.770000000000003,1990,2,tmax
Morox,1990-02-01,30.930000000000003,1990,2,tmax
Niksek,1990-02-01,31.380000000000003,1990,2,tmax
Ohu,1990-02-01,31.340000000000003,1990,2,tmax
Utai,1990-02-01,31.860000000000003,1990,2,tmax
Wamangu,1990-02-01,32.050000000000004,1990,2,tmax
Wanang,1990-02-01,32.220000000000006,1990,2,tmax
Yapsiei,1990-02-01,31.750000000000004,1990,2,tmax
Elem,1990-03-01,32.720000000000006,1990,3,tmax
Morox,1990-03-01,32.080000000000005,1990,3,tmax
Niksek,1990-03-01,31.990000000000002,1990,3,tmax
Ohu,1990-03-01,32.43,1990,3,tmax
Utai,1990-03-01,31.910000000000004,1990,3,tmax
Wamangu,1990-03-01,32.32,1990,3,tmax
Wanang,1990-03-01,32.18,1990,3,tmax
Yapsiei,1990-03-01,32.57,1990,3,tmax
Elem,1990-04-01,31.680000000000003,1990,4,tmax
Morox,1990-04-01,31.570000000000004,1990,4,tmax
Niksek,1990-04-01,31.630000000000003,1990,4,tmax
Ohu,1990-04-01,31.210000000000004,1990,4,tmax
Utai,1990-04-01,31.200000000000003,1990,4,tmax
Wamangu,1990-04-01,30.180000000000003,1990,4,tmax
Wanang,1990-04-01,29.740000000000002,1990,4,tmax
Yapsiei,1990-04-01,30.62,1990,4,tmax
Elem,1990-05-01,30.360000000000003,1990,5,tmax
Morox,1990-05-01,30.92,1990,5,tmax
Niksek,1990-05-01,31.700000000000003,1990,5,tmax
Ohu,1990-05-01,31.770000000000003,1990,5,tmax
Utai,1990-05-01,29.960000000000004,1990,5,tmax
Wamangu,1990-05-01,30.410000000000004,1990,5,tmax
Wanang,1990-05-01,30.410000000000004,1990,5,tmax
Yapsiei,1990-05-01,29.76,1990,5,tmax
Elem,1990-06-01,29.830000000000002,1990,6,tmax
Morox,1990-06-01,29.480000000000004,1990,6,tmax
Niksek,1990-06-01,29.070000000000004,1990,6,tmax
Ohu,1990-06-01,29.26,1990,6,tmax
Utai,1990-06-01,29.390000000000004,1990,6,tmax
Wamangu,1990-06-01,29.69,1990,6,tmax
Wanang,1990-06-01,30.160000000000004,1990,6,tmax
Yapsiei,1990-06-01,30.340000000000003,1990,6,tmax
Elem,1990-07-01,29.610000000000003,1990,7,tmax
Morox,1990-07-01,29.880000000000003,1990,7,tmax
Niksek,1990-07-01,30.1,1990,7,tmax
Ohu,1990-07-01,29.710000000000004,1990,7,tmax
Utai,1990-07-01,30.130000000000003,1990,7,tmax
Wamangu,1990-07-01,29.01,1990,7,tmax
Wanang,1990-07-01,28.900000000000002,1990,7,tmax
Yapsiei,1990-07-01,29.01,1990,7,tmax
Elem,1990-08-01,28.820000000000004,1990,8,tmax
Morox,1990-08-01,29.37,1990,8,tmax
Niksek,1990-08-01,29.840000000000003,1990,8,tmax
Ohu,1990-08-01,30.130000000000003,1990,8,tmax
Utai,1990-08-01,31.090000000000003,1990,8,tmax
Wamangu,1990-08-01,31.200000000000003,1990,8,tmax
Wanang,1990-08-01,31.470000000000002,1990,8,tmax
Yapsiei,1990-08-01,31.080000000000002,1990,8,tmax
Elem,1990-09-01,32.040000000000006,1990,9,tmax
Morox,1990-09-01,31.180000000000003,1990,9,tmax
Niksek,1990-09-01,30.960000000000004,1990,9,tmax
Ohu,1990-09-01,31.460000000000004,1990,9,tmax
Utai,1990-09-01,31.130000000000003,1990,9,tmax
Wamangu,1990-09-01,31.160000000000004,1990,9,tmax
Wanang,1990-09-01,31.400000000000002,1990,9,tmax
Yapsiei,1990-09-01,31.580000000000002,1990,9,tmax
Elem,1990-10-01,30.1,1990,10,tmax
Morox,1990-10-01,30.26,1990,10,tmax
Niksek,1990-10-01,30.220000000000002,1990,10,tmax
Ohu,1990-10-01,29.540000000000003,1990,10,tmax
Utai,1990-10-01,29.78,1990,10,tmax
Wamangu,1990-10-01,29.150000000000002,1990,10,tmax
Wanang,1990-10-01,28.840000000000003,1990,10,tmax
Yapsiei,1990-10-01,29.340000000000003,1990,10,tmax
Elem,1990-11-01,29.310000000000002,1990,11,tmax
Morox,1990-11-01,29.630000000000003,1990,11,tmax
Niksek,1990-11-01,30.230000000000004,1990,11,tmax
Ohu,1990-11-01,30.130000000000003,1990,11,tmax
Utai,1990-11-01,30.570000000000004,1990,11,tmax
Wamangu,1990-11-01,30.810000000000002,1990,11,tmax
Wanang,1990-11-01,30.470000000000002,1990,11,tmax
Yapsiei,1990-11-01,30.480000000000004,1990,11,tmax
Elem,1990-12-01,30.1,1990,12,tmax
Morox,1990-12-01,28.67,1990,12,tmax
Niksek,1990-12-01,28.270000000000003,1990,12,tmax
Ohu,1990-12-01,28.910000000000004,1990,12,tmax
Utai,1990-12-01,28.94,1990,12,tmax
Wamangu,1990-12-01,29.950000000000003,1990,12,tmax
Wanang,1990-12-01,30.830000000000002,1990,12,tmax
Yapsiei,1990-12-01,31.03,1990,12,tmax
Elem,1991-01-01,30.94,1991,1,tmax
Morox,1991-01-01,29.960000000000004,1991,1,tmax
Niksek,1991-01-01,30.610000000000003,1991,1,tmax
Ohu,1991-01-01,30.840000000000003,1991,1,tmax
Utai,1991-01-01,29.730000000000004,1991,1,tmax
Wamangu,1991-01-01,30.290000000000003,1991,1,tmax
Wanang,1991-01-01,30.340000000000003,1991,1,tmax
Yapsiei,1991-01-01,30.990000000000002,1991,1,tmax
Elem,1991-02-01,30.970000000000002,1991,2,tmax
Morox,1991-02-01,30.730000000000004,1991,2,tmax
Niksek,1991-02-01,31.020000000000003,1991,2,tmax
Ohu,1991-02-01,31.240000000000002,1991,2,tmax
Utai,1991-02-01,31.800000000000004,1991,2,tmax
Wamangu,1991-02-01,30.970000000000002,1991,2,tmax
Wanang,1991-02-01,31.590000000000003,1991,2,tmax
Yapsiei,1991-02-01,32.18,1991,2,tmax
Elem,1991-03-01,31.430000000000003,1991,3,tmax
Morox,1991-03-01,31.85,1991,3,tmax
Niksek,1991-03-01,31.980000000000004,1991,3,tmax
Ohu,1991-03-01,32.410000000000004,1991,3,tmax
Utai,1991-03-01,32.010000000000005,1991,3,tmax
Wamangu,1991-03-01,32.1,1991,3,tmax
Wanang,1991-03-01,31.85,1991,3,tmax
Yapsiei,1991-03-01,32.38,1991,3,tmax
Elem,1991-04-01,31.580000000000002,1991,4,tmax
Morox,1991-04-01,30.270000000000003,1991,4,tmax
Niksek,1991-04-01,31.220000000000002,1991,4,tmax
Ohu,1991-04-01,31.17,1991,4,tmax
Utai,1991-04-01,30.180000000000003,1991,4,tmax
Wamangu,1991-04-01,30.160000000000004,1991,4,tmax
Wanang,1991-04-01,29.800000000000004,1991,4,tmax
Yapsiei,1991-04-01,30.67,1991,4,tmax
Elem,1991-05-01,30.520000000000003,1991,5,tmax
Morox,1991-05-01,30.67,1991,5,tmax
Niksek,1991-05-01,31.410000000000004,1991,5,tmax
Ohu,1991-05-01,31.62,1991,5,tmax
Utai,1991-05-01,29.860000000000003,1991,5,tmax
Wamangu,1991-05-01,29.310000000000002,1991,5,tmax
Wanang,1991-05-01,29.900000000000002,1991,5,tmax
Yapsiei,1991-05-01,30.17,1991,5,tmax
Elem,1991-06-01,28.62,1991,6,tmax
Morox,1991-06-01,29.26,1991,6,tmax
Niksek,1991-06-01,29.080000000000002,1991,6,tmax
Ohu,1991-06-01,29.250000000000004,1991,6,tmax
Utai,1991-06-01,29.51,1991,6,tmax
Wamangu,1991-06-01,29.400000000000002,1991,6,tmax
Wanang,1991-06-01,29.76,1991,6,tmax
Yapsiei,1991-06-01,30.150000000000002,1991,6,tmax
Elem,1991-07-01,29.550000000000004,1991,7,tmax
Morox,1991-07-01,28.630000000000003,1991,7,tmax
Niksek,1991-07-01,29.470000000000002,1991,7,tmax
Ohu,1991-07-01,30.01,1991,7,tmax
Utai,1991-07-01,28.92,1991,7,tmax
Wamangu,1991-07-01,28.610000000000003,1991,7,tmax
Wanang,1991-07-01,28.720000000000002,1991,7,tmax
Yapsiei,1991-07-01,29.080000000000002,1991,7,tmax
Elem,1991-08-01,28.950000000000003,1991,8,tmax
Morox,1991-08-01,29.070000000000004,1991,8,tmax
Niksek,1991-08-01,29.540000000000003,1991,8,tmax
Ohu,1991-08-01,29.860000000000003,1991,8,tmax
Utai,1991-08-01,30.990000000000002,1991,8,tmax
Wamangu,1991-08-01,30.1,1991,8,tmax
Wanang,1991-08-01,30.87,1991,8,tmax
Yapsiei,1991-08-01,31.580000000000002,1991,8,tmax
Elem,1991-09-01,30.67,1991,9,tmax
Morox,1991-09-01,30.890000000000004,1991,9,tmax
Niksek,1991-09-01,30.87,1991,9,tmax
Ohu,1991-09-01,31.450000000000003,1991,9,tmax
Utai,1991-09-01,31.230000000000004,1991,9,tmax
Wamangu,1991-09-01,30.860000000000003,1991,9,tmax
Wanang,1991-09-01,31.080000000000002,1991,9,tmax
Yapsiei,1991-09-01,31.470000000000002,1991,9,tmax
Elem,1991-10-01,30.000000000000004,1991,10,tmax
Morox,1991-10-01,29.150000000000002,1991,10,tmax
Niksek,1991-10-01,29.640000000000004,1991,10,tmax
Ohu,1991-10-01,29.930000000000003,1991,10,tmax
Utai,1991-10-01,28.470000000000002,1991,10,tmax
Wamangu,1991-10-01,28.860000000000003,1991,10,tmax
Wanang,1991-10-01,28.930000000000003,1991,10,tmax
Yapsiei,1991-10-01,29.250000000000004,1991,10,tmax
Elem,1991-11-01,29.500000000000004,1991,11,tmax
Morox,1991-11-01,29.42,1991,11,tmax
Niksek,1991-11-01,29.840000000000003,1991,11,tmax
Ohu,1991-11-01,29.94,1991,11,tmax
Utai,1991-11-01,30.44,1991,11,tmax
Wamangu,1991-11-01,29.26,1991,11,tmax
Wanang,1991-11-01,30.19,1991,11,tmax
Yapsiei,1991-11-01,30.140000000000004,1991,11,tmax
Elem,1991-12-01,29.250000000000004,1991,12,tmax
Morox,1991-12-01,28.880000000000003,1991,12,tmax
Niksek,1991-12-01,28.390000000000004,1991,12,tmax
Ohu,1991-12-01,28.930000000000003,1991,12,tmax
Utai,1991-12-01,29.17,1991,12,tmax
Wamangu,1991-12-01,29.960000000000004,1991,12,tmax
Wanang,1991-12-01,30.69,1991,12,tmax
Yapsiei,1991-12-01,31.020000000000003,1991,12,tmax
Elem,1992-01-01,31.500000000000004,1992,1,tmax
Morox,1992-01-01,30.87,1992,1,tmax
Niksek,1992-01-01,30.890000000000004,1992,1,tmax
Ohu,1992-01-01,30.110000000000003,1992,1,tmax
Utai,1992-01-01,30.550000000000004,1992,1,tmax
Wamangu,1992-01-01,29.990000000000002,1992,1,tmax
Wanang,1992-01-01,29.94,1992,1,tmax
Yapsiei,1992-01-01,31.150000000000002,1992,1,tmax
Elem,1992-02-01,32.21,1992,2,tmax
Morox,1992-02-01,30.740000000000002,1992,2,tmax
Niksek,1992-02-01,31.490000000000002,1992,2,tmax
Ohu,1992-02-01,30.710000000000004,1992,2,tmax
Utai,1992-02-01,32.300000000000004,1992,2,tmax
Wamangu,1992-02-01,31.750000000000004,1992,2,tmax
Wanang,1992-02-01,31.770000000000003,1992,2,tmax
Yapsiei,1992-02-01,31.270000000000003,1992,2,tmax
Elem,1992-03-01,32.190000000000005,1992,3,tmax
Morox,1992-03-01,31.460000000000004,1992,3,tmax
Niksek,1992-03-01,31.590000000000003,1992,3,tmax
Ohu,1992-03-01,32.400000000000006,1992,3,tmax
Utai,1992-03-01,33.21,1992,3,tmax
Wamangu,1992-03-01,32.150000000000006,1992,3,tmax
Wanang,1992-03-01,32.230000000000004,1992,3,tmax
Yapsiei,1992-03-01,32.010000000000005,1992,3,tmax
Elem,1992-04-01,32.27,1992,4,tmax
Morox,1992-04-01,31.17,1992,4,tmax
Niksek,1992-04-01,31.660000000000004,1992,4,tmax
Ohu,1992-04-01,30.570000000000004,1992,4,tmax
Utai,1992-04-01,30.840000000000003,1992,4,tmax
Wamangu,1992-04-01,29.820000000000004,1992,4,tmax
Wanang,1992-04-01,29.500000000000004,1992,4,tmax
Yapsiei,1992-04-01,30.860000000000003,1992,4,tmax
Elem,1992-05-01,31.860000000000003,1992,5,tmax
Morox,1992-05-01,30.730000000000004,1992,5,tmax
Niksek,1992-05-01,31.840000000000003,1992,5,tmax
Ohu,1992-05-01,31.03,1992,5,tmax
Utai,1992-05-01,30.360000000000003,1992,5,tmax
Wamangu,1992-05-01,30.110000000000003,1992,5,tmax
Wanang,1992-05-01,30.01,1992,5,tmax
Yapsiei,1992-05-01,29.270000000000003,1992,5,tmax
Elem,1992-06-01,29.42,1992,6,tmax
Morox,1992-06-01,28.880000000000003,1992,6,tmax
Niksek,1992-06-01,28.750000000000004,1992,6,tmax
Ohu,1992-06-01,29.26,1992,6,tmax
Utai,1992-06-01,30.700000000000003,1992,6,tmax
Wamangu,1992-06-01,29.410000000000004,1992,6,tmax
Wanang,1992-06-01,30.26,1992,6,tmax
Yapsiei,1992-06-01,29.750000000000004,1992,6,tmax
Elem,1992-07-01,30.150000000000002,1992,7,tmax
Morox,1992-07-01,29.53,1992,7,tmax
Niksek,1992-07-01,29.800000000000004,1992,7,tmax
Ohu,1992-07-01,29.140000000000004,1992,7,tmax
Utai,1992-07-01,29.6,1992,7,tmax
Wamangu,1992-07-01,28.360000000000003,1992,7,tmax
Wanang,1992-07-01,28.290000000000003,1992,7,tmax
Yapsiei,1992-07-01,29.080000000000002,1992,7,tmax
Elem,1992-08-01,30.150000000000002,1992,8,tmax
Morox,1992-08-01,29.17,1992,8,tmax
Niksek,1992-08-01,29.92,1992,8,tmax
Ohu,1992-08-01,29.500000000000004,1992,8,tmax
Utai,1992-08-01,31.490000000000002,1992,8,tmax
Wamangu,1992-08-01,30.900000000000002,1992,8,tmax
Wanang,1992-08-01,30.970000000000002,1992,8,tmax
Yapsiei,1992-08-01,30.660000000000004,1992,8,tmax
Elem,1992-09-01,31.37,1992,9,tmax
Morox,1992-09-01,30.560000000000002,1992,9,tmax
Niksek,1992-09-01,30.470000000000002,1992,9,tmax
Ohu,1992-09-01,31.460000000000004,1992,9,tmax
Utai,1992-09-01,32.43,1992,9,tmax
Wamangu,1992-09-01,30.960000000000004,1992,9,tmax
Wanang,1992-09-01,31.410000000000004,1992,9,tmax
Yapsiei,1992-09-01,31.070000000000004,1992,9,tmax
Elem,1992-10-01,30.500000000000004,1992,10,tmax
Morox,1992-10-01,29.970000000000002,1992,10,tmax
Niksek,1992-10-01,29.840000000000003,1992,10,tmax
Ohu,1992-10-01,29.12,1992,10,tmax
Utai,1992-10-01,29.28,1992,10,tmax
Wamangu,1992-10-01,28.560000000000002,1992,10,tmax
Wanang,1992-10-01,28.450000000000003,1992,10,tmax
Yapsiei,1992-10-01,29.35,1992,10,tmax
Elem,1992-11-01,30.730000000000004,1992,11,tmax
Morox,1992-11-01,29.430000000000003,1992,11,tmax
Niksek,1992-11-01,30.330000000000002,1992,11,tmax
Ohu,1992-11-01,29.540000000000003,1992,11,tmax
Utai,1992-11-01,31.17,1992,11,tmax
Wamangu,1992-11-01,30.37,1992,11,tmax
Wanang,1992-11-01,30.85,1992,11,tmax
Yapsiei,1992-11-01,29.610000000000003,1992,11,tmax
Elem,1992-12-01,29.840000000000003,1992,12,tmax
Morox,1992-12-01,28.520000000000003,1992,12,tmax
Niksek,1992-12-01,28.050000000000004,1992,12,tmax
Ohu,1992-12-01,29.330000000000002,1992,12,tmax
Utai,1992-12-01,30.520000000000003,1992,12,tmax
Wamangu,1992-12-01,29.950000000000003,1992,12,tmax
Wanang,1992-12-01,31.090000000000003,1992,12,tmax
Yapsiei,1992-12-01,30.290000000000003,1992,12,tmax
Elem,1993-01-01,30.700000000000003,1993,1,tmax
Morox,1993-01-01,30.37,1993,1,tmax
Niksek,1993-01-01,30.520000000000003,1993,1,tmax
Ohu,1993-01-01,30.400000000000002,1993,1,tmax
Utai,1993-01-01,30.580000000000002,1993,1,tmax
Wamangu,1993-01-01,29.890000000000004,1993,1,tmax
Wanang,1993-01-01,30.430000000000003,1993,1,tmax
Yapsiei,1993-01-01,30.470000000000002,1993,1,tmax
Elem,1993-02-01,31.17,1993,2,tmax
Morox,1993-02-01,31.290000000000003,1993,2,tmax
Niksek,1993-02-01,31.67,1993,2,tmax
Ohu,1993-02-01,30.830000000000002,1993,2,tmax
Utai,1993-02-01,31.500000000000004,1993,2,tmax
Wamangu,1993-02-01,31.35,1993,2,tmax
Wanang,1993-02-01,31.470000000000002,1993,2,tmax
Yapsiei,1993-02-01,31.550000000000004,1993,2,tmax
Elem,1993-03-01,32.28,1993,3,tmax
Morox,1993-03-01,31.460000000000004,1993,3,tmax
Niksek,1993-03-01,32.02,1993,3,tmax
Ohu,1993-03-01,31.87,1993,3,tmax
Utai,1993-03-01,32.290000000000006,1993,3,tmax
Wamangu,1993-03-01,32.690000000000005,1993,3,tmax
Wanang,1993-03-01,32.45,1993,3,tmax
Yapsiei,1993-03-01,32.160000000000004,1993,3,tmax
Elem,1993-04-01,31.37,1993,4,tmax
Morox,1993-04-01,30.67,1993,4,tmax
Niksek,1993-04-01,31.220000000000002,1993,4,tmax
Ohu,1993-04-01,30.78,1993,4,tmax
Utai,1993-04-01,30.78,1993,4,tmax
Wamangu,1993-04-01,29.720000000000002,1993,4,tmax
Wanang,1993-04-01,29.880000000000003,1993,4,tmax
Yapsiei,1993-04-01,30.080000000000002,1993,4,tmax
Elem,1993-05-01,30.820000000000004,1993,5,tmax
Morox,1993-05-01,31.140000000000004,1993,5,tmax
Niksek,1993-05-01,31.900000000000002,1993,5,tmax
Ohu,1993-05-01,31.03,1993,5,tmax
Utai,1993-05-01,29.560000000000002,1993,5,tmax
Wamangu,1993-05-01,29.62,1993,5,tmax
Wanang,1993-05-01,29.62,1993,5,tmax
Yapsiei,1993-05-01,29.570000000000004,1993,5,tmax
Elem,1993-06-01,29.520000000000003,1993,6,tmax
Morox,1993-06-01,28.970000000000002,1993,6,tmax
Niksek,1993-06-01,29.080000000000002,1993,6,tmax
Ohu,1993-06-01,28.570000000000004,1993,6,tmax
Utai,1993-06-01,29.800000000000004,1993,6,tmax
Wamangu,1993-06-01,30.090000000000003,1993,6,tmax
Wanang,1993-06-01,30.460000000000004,1993,6,tmax
Yapsiei,1993-06-01,29.94,1993,6,tmax
Elem,1993-07-01,29.160000000000004,1993,7,tmax
Morox,1993-07-01,29.020000000000003,1993,7,tmax
Niksek,1993-07-01,29.430000000000003,1993,7,tmax
