locality,date,value,year,month,variable
Ohu,1989-06-01,21.160000000000004,1989,6,tmin
Utai,1989-06-01,21.220000000000002,1989,6,tmin
Wamangu,1989-06-01,21.92,1989,6,tmin
Wanang,1989-06-01,22.130000000000003,1989,6,tmin
Yapsiei,1989-06-01,22.250000000000004,1989,6,tmin
Elem,1989-07-01,22.060000000000002,1989,7,tmin
Morox,1989-07-01,22.17,1989,7,tmin
Niksek,1989-07-01,21.87,1989,7,tmin
Ohu,1989-07-01,21.840000000000003,1989,7,tmin
Utai,1989-07-01,21.910000000000004,1989,7,tmin
Wamangu,1989-07-01,21.520000000000003,1989,7,tmin
Wanang,1989-07-01,21.700000000000003,1989,7,tmin
Yapsiei,1989-07-01,21.680000000000003,1989,7,tmin
Elem,1989-08-01,21.580000000000002,1989,8,tmin
Morox,1989-08-01,22.330000000000002,1989,8,tmin
Niksek,1989-08-01,22.150000000000002,1989,8,tmin
Ohu,1989-08-01,22.380000000000003,1989,8,tmin
Utai,1989-08-01,21.950000000000003,1989,8,tmin
Wamangu,1989-08-01,22.060000000000002,1989,8,tmin
Wanang,1989-08-01,21.770000000000003,1989,8,tmin
Yapsiei,1989-08-01,21.820000000000004,1989,8,tmin
Elem,1989-09-01,22.000000000000004,1989,9,tmin
Morox,1989-09-01,21.790000000000003,1989,9,tmin
Niksek,1989-09-01,21.610000000000003,1989,9,tmin
Ohu,1989-09-01,21.660000000000004,1989,9,tmin
Utai,1989-09-01,21.560000000000002,1989,9,tmin
Wamangu,1989-09-01,22.330000000000002,1989,9,tmin
Wanang,1989-09-01,22.220000000000002,1989,9,tmin
Yapsiei,1989-09-01,22.320000000000004,1989,9,tmin
Elem,1989-10-01,20.810000000000002,1989,10,tmin
Morox,1989-10-01,20.980000000000004,1989,10,tmin
Niksek,1989-10-01,20.640000000000004,1989,10,tmin
Ohu,1989-10-01,20.51,1989,10,tmin
Utai,1989-10-01,20.450000000000003,1989,10,tmin
Wamangu,1989-10-01,20.060000000000002,1989,10,tmin
Wanang,1989-10-01,20.230000000000004,1989,10,tmin
Yapsiei,1989-10-01,20.240000000000002,1989,10,tmin
Elem,1989-11-01,20.290000000000003,1989,11,tmin
Morox,1989-11-01,20.94,1989,11,tmin
Niksek,1989-11-01,21.140000000000004,1989,11,tmin
Ohu,1989-11-01,21.130000000000003,1989,11,tmin
Utai,1989-11-01,23.000000000000004,1989,11,tmin
Wamangu,1989-11-01,22.62,1989,11,tmin
Wanang,1989-11-01,22.470000000000002,1989,11,tmin
Yapsiei,1989-11-01,22.340000000000003,1989,11,tmin
Elem,1989-12-01,22.51,1989,12,tmin
Morox,1989-12-01,22.320000000000004,1989,12,tmin
Niksek,1989-12-01,22.330000000000002,1989,12,tmin
Ohu,1989-12-01,22.03,1989,12,tmin
Utai,1989-12-01,22.310000000000002,1989,12,tmin
Wamangu,1989-12-01,22.810000000000002,1989,12,tmin
Wanang,1989-12-01,23.140000000000004,1989,12,tmin
Yapsiei,1989-12-01,23.040000000000003,1989,12,tmin
Elem,1990-01-01,20.430000000000003,1990,1,tmin
Morox,1990-01-01,20.69,1990,1,tmin
Niksek,1990-01-01,20.640000000000004,1990,1,tmin
Ohu,1990-01-01,20.110000000000003,1990,1,tmin
Utai,1990-01-01,20.180000000000003,1990,1,tmin
Wamangu,1990-01-01,19.590000000000003,1990,1,tmin
Wanang,1990-01-01,19.630000000000003,1990,1,tmin
Yapsiei,1990-01-01,19.44,1990,1,tmin
Elem,1990-02-01,19.78,1990,2,tmin
Morox,1990-02-01,19.930000000000003,1990,2,tmin
Niksek,1990-02-01,20.19,1990,2,tmin
Ohu,1990-02-01,20.830000000000002,1990,2,tmin
Utai,1990-02-01,22.140000000000004,1990,2,tmin
Wamangu,1990-02-01,22.230000000000004,1990,2,tmin
Wanang,1990-02-01,22.220000000000002,1990,2,tmin
Yapsiei,1990-02-01,21.860000000000003,1990,2,tmin
Elem,1990-03-01,22.040000000000003,1990,3,tmin
Morox,1990-03-01,21.230000000000004,1990,3,tmin
Niksek,1990-03-01,21.12,1990,3,tmin
Ohu,1990-03-01,21.03,1990,3,tmin
Utai,1990-03-01,21.330000000000002,1990,3,tmin
Wamangu,1990-03-01,21.610000000000003,1990,3,tmin
Wanang,1990-03-01,21.78,1990,3,tmin
Yapsiei,1990-03-01,22.590000000000003,1990,3,tmin
Elem,1990-04-01,21.51,1990,4,tmin
Morox,1990-04-01,21.590000000000003,1990,4,tmin
Niksek,1990-04-01,21.660000000000004,1990,4,tmin
Ohu,1990-04-01,21.070000000000004,1990,4,tmin
Utai,1990-04-01,21.46,1990,4,tmin
Wamangu,1990-04-01,20.770000000000003,1990,4,tmin
Wanang,1990-04-01,20.830000000000002,1990,4,tmin
Yapsiei,1990-04-01,20.310000000000002,1990,4,tmin
Elem,1990-05-01,20.87,1990,5,tmin
Morox,1990-05-01,21.240000000000002,1990,5,tmin
Niksek,1990-05-01,21.200000000000003,1990,5,tmin
Ohu,1990-05-01,22.060000000000002,1990,5,tmin
Utai,1990-05-01,22.150000000000002,1990,5,tmin
Wamangu,1990-05-01,22.310000000000002,1990,5,tmin
Wanang,1990-05-01,22.400000000000002,1990,5,tmin
Yapsiei,1990-05-01,22.050000000000004,1990,5,tmin
Elem,1990-06-01,21.700000000000003,1990,6,tmin
Morox,1990-06-01,21.180000000000003,1990,6,tmin
Niksek,1990-06-01,21.050000000000004,1990,6,tmin
Ohu,1990-06-01,20.67,1990,6,tmin
Utai,1990-06-01,21.300000000000004,1990,6,tmin
Wamangu,1990-06-01,21.610000000000003,1990,6,tmin
Wanang,1990-06-01,21.860000000000003,1990,6,tmin
Yapsiei,1990-06-01,22.650000000000002,1990,6,tmin
Elem,1990-07-01,22.46,1990,7,tmin
Morox,1990-07-01,22.53,1990,7,tmin
Niksek,1990-07-01,22.490000000000002,1990,7,tmin
Ohu,1990-07-01,22.340000000000003,1990,7,tmin
Utai,1990-07-01,22.180000000000003,1990,7,tmin
Wamangu,1990-07-01,21.320000000000004,1990,7,tmin
Wanang,1990-07-01,21.44,1990,7,tmin
Yapsiei,1990-07-01,21.21,1990,7,tmin
Elem,1990-08-01,21.650000000000002,1990,8,tmin
Morox,1990-08-01,21.950000000000003,1990,8,tmin
Niksek,1990-08-01,22.150000000000002,1990,8,tmin
Ohu,1990-08-01,23.080000000000002,1990,8,tmin
Utai,1990-08-01,22.450000000000003,1990,8,tmin
Wamangu,1990-08-01,22.46,1990,8,tmin
Wanang,1990-08-01,22.37,1990,8,tmin
Yapsiei,1990-08-01,22.220000000000002,1990,8,tmin
Elem,1990-09-01,22.300000000000004,1990,9,tmin
Morox,1990-09-01,21.490000000000002,1990,9,tmin
Niksek,1990-09-01,21.310000000000002,1990,9,tmin
Ohu,1990-09-01,21.250000000000004,1990,9,tmin
Utai,1990-09-01,21.660000000000004,1990,9,tmin
Wamangu,1990-09-01,21.930000000000003,1990,9,tmin
Wanang,1990-09-01,22.110000000000003,1990,9,tmin
Yapsiei,1990-09-01,22.820000000000004,1990,9,tmin
Elem,1990-10-01,21.290000000000003,1990,10,tmin
Morox,1990-10-01,21.380000000000003,1990,10,tmin
Niksek,1990-10-01,21.340000000000003,1990,10,tmin
Ohu,1990-10-01,20.820000000000004,1990,10,tmin
Utai,1990-10-01,20.750000000000004,1990,10,tmin
Wamangu,1990-10-01,19.76,1990,10,tmin
Wanang,1990-10-01,20.020000000000003,1990,10,tmin
Yapsiei,1990-10-01,19.740000000000002,1990,10,tmin
Elem,1990-11-01,20.21,1990,11,tmin
Morox,1990-11-01,20.550000000000004,1990,11,tmin
Niksek,1990-11-01,20.930000000000003,1990,11,tmin
Ohu,1990-11-01,21.53,1990,11,tmin
Utai,1990-11-01,23.180000000000003,1990,11,tmin
Wamangu,1990-11-01,23.230000000000004,1990,11,tmin
Wanang,1990-11-01,23.51,1990,11,tmin
Yapsiei,1990-11-01,22.640000000000004,1990,11,tmin
Elem,1990-12-01,22.750000000000004,1990,12,tmin
Morox,1990-12-01,21.810000000000002,1990,12,tmin
Niksek,1990-12-01,22.140000000000004,1990,12,tmin
Ohu,1990-12-01,21.53,1990,12,tmin
Utai,1990-12-01,22.050000000000004,1990,12,tmin
Wamangu,1990-12-01,22.46,1990,12,tmin
Wanang,1990-12-01,22.750000000000004,1990,12,tmin
Yapsiei,1990-12-01,23.610000000000003,1990,12,tmin
Elem,1991-01-01,20.53,1991,1,tmin
Morox,1991-01-01,19.970000000000002,1991,1,tmin
Niksek,1991-01-01,20.42,1991,1,tmin
Ohu,1991-01-01,20.21,1991,1,tmin
Utai,1991-01-01,19.6,1991,1,tmin
Wamangu,1991-01-01,19.880000000000003,1991,1,tmin
Wanang,1991-01-01,19.230000000000004,1991,1,tmin
Yapsiei,1991-01-01,19.390000000000004,1991,1,tmin
Elem,1991-02-01,19.560000000000002,1991,2,tmin
Morox,1991-02-01,19.46,1991,2,tmin
Niksek,1991-02-01,19.92,1991,2,tmin
Ohu,1991-02-01,20.360000000000003,1991,2,tmin
Utai,1991-02-01,22.17,1991,2,tmin
Wamangu,1991-02-01,21.570000000000004,1991,2,tmin
Wanang,1991-02-01,22.000000000000004,1991,2,tmin
Yapsiei,1991-02-01,21.820000000000004,1991,2,tmin
Elem,1991-03-01,21.540000000000003,1991,3,tmin
Morox,1991-03-01,21.840000000000003,1991,3,tmin
Niksek,1991-03-01,20.840000000000003,1991,3,tmin
Ohu,1991-03-01,20.930000000000003,1991,3,tmin
Utai,1991-03-01,21.110000000000003,1991,3,tmin
Wamangu,1991-03-01,21.250000000000004,1991,3,tmin
Wanang,1991-03-01,21.6,1991,3,tmin
Yapsiei,1991-03-01,22.1,1991,3,tmin
Elem,1991-04-01,21.610000000000003,1991,4,tmin
Morox,1991-04-01,20.880000000000003,1991,4,tmin
Niksek,1991-04-01,21.320000000000004,1991,4,tmin
Ohu,1991-04-01,21.110000000000003,1991,4,tmin
Utai,1991-04-01,20.860000000000003,1991,4,tmin
Wamangu,1991-04-01,20.94,1991,4,tmin
Wanang,1991-04-01,20.390000000000004,1991,4,tmin
Yapsiei,1991-04-01,20.270000000000003,1991,4,tmin
Elem,1991-05-01,20.540000000000003,1991,5,tmin
Morox,1991-05-01,20.650000000000002,1991,5,tmin
Niksek,1991-05-01,20.92,1991,5,tmin
Ohu,1991-05-01,21.51,1991,5,tmin
Utai,1991-05-01,22.150000000000002,1991,5,tmin
Wamangu,1991-05-01,21.630000000000003,1991,5,tmin
Wanang,1991-05-01,22.200000000000003,1991,5,tmin
Yapsiei,1991-05-01,22.060000000000002,1991,5,tmin
Elem,1991-06-01,21.19,1991,6,tmin
Morox,1991-06-01,21.67,1991,6,tmin
Niksek,1991-06-01,20.76,1991,6,tmin
Ohu,1991-06-01,20.560000000000002,1991,6,tmin
Utai,1991-06-01,21.1,1991,6,tmin
Wamangu,1991-06-01,21.12,1991,6,tmin
Wanang,1991-06-01,21.560000000000002,1991,6,tmin
Yapsiei,1991-06-01,22.150000000000002,1991,6,tmin
Elem,1991-07-01,22.500000000000004,1991,7,tmin
Morox,1991-07-01,21.680000000000003,1991,7,tmin
Niksek,1991-07-01,22.37,1991,7,tmin
Ohu,1991-07-01,22.040000000000003,1991,7,tmin
Utai,1991-07-01,21.87,1991,7,tmin
Wamangu,1991-07-01,21.92,1991,7,tmin
Wanang,1991-07-01,21.060000000000002,1991,7,tmin
Yapsiei,1991-07-01,21.180000000000003,1991,7,tmin
Elem,1991-08-01,21.480000000000004,1991,8,tmin
Morox,1991-08-01,21.550000000000004,1991,8,tmin
Niksek,1991-08-01,22.050000000000004,1991,8,tmin
Ohu,1991-08-01,22.51,1991,8,tmin
Utai,1991-08-01,22.450000000000003,1991,8,tmin
Wamangu,1991-08-01,21.76,1991,8,tmin
Wanang,1991-08-01,22.270000000000003,1991,8,tmin
Yapsiei,1991-08-01,22.12,1991,8,tmin
Elem,1991-09-01,21.820000000000004,1991,9,tmin
Morox,1991-09-01,22.180000000000003,1991,9,tmin
Niksek,1991-09-01,21.01,1991,9,tmin
Ohu,1991-09-01,21.160000000000004,1991,9,tmin
Utai,1991-09-01,21.46,1991,9,tmin
Wamangu,1991-09-01,21.53,1991,9,tmin
Wanang,1991-09-01,21.990000000000002,1991,9,tmin
Yapsiei,1991-09-01,22.42,1991,9,tmin
Elem,1991-10-01,21.310000000000002,1991,10,tmin
Morox,1991-10-01,20.76,1991,10,tmin
Niksek,1991-10-01,21.060000000000002,1991,10,tmin
Ohu,1991-10-01,20.910000000000004,1991,10,tmin
Utai,1991-10-01,20.140000000000004,1991,10,tmin
Wamangu,1991-10-01,20.150000000000002,1991,10,tmin
Wanang,1991-10-01,19.720000000000002,1991,10,tmin
Yapsiei,1991-10-01,19.640000000000004,1991,10,tmin
Elem,1991-11-01,20.01,1991,11,tmin
Morox,1991-11-01,20.140000000000004,1991,11,tmin
Niksek,1991-11-01,20.640000000000004,1991,11,tmin
Ohu,1991-11-01,21.040000000000003,1991,11,tmin
Utai,1991-11-01,23.28,1991,11,tmin
Wamangu,1991-11-01,22.310000000000002,1991,11,tmin
Wanang,1991-11-01,23.050000000000004,1991,11,tmin
Yapsiei,1991-11-01,22.770000000000003,1991,11,tmin
Elem,1991-12-01,22.01,1991,12,tmin
Morox,1991-12-01,21.78,1991,12,tmin
Niksek,1991-12-01,21.51,1991,12,tmin
Ohu,1991-12-01,21.53,1991,12,tmin
Utai,1991-12-01,21.650000000000002,1991,12,tmin
Wamangu,1991-12-01,21.910000000000004,1991,12,tmin
Wanang,1991-12-01,22.470000000000002,1991,12,tmin
Yapsiei,1991-12-01,23.080000000000002,1991,12,tmin
Elem,1992-01-01,20.790000000000003,1992,1,tmin
Morox,1992-01-01,20.580000000000002,1992,1,tmin
Niksek,1992-01-01,20.92,1992,1,tmin
Ohu,1992-01-01,20.000000000000004,1992,1,tmin
Utai,1992-01-01,20.020000000000003,1992,1,tmin
Wamangu,1992-01-01,19.580000000000002,1992,1,tmin
Wanang,1992-01-01,19.320000000000004,1992,1,tmin
Yapsiei,1992-01-01,19.890000000000004,1992,1,tmin
Elem,1992-02-01,20.540000000000003,1992,2,tmin
Morox,1992-02-01,19.930000000000003,1992,2,tmin
Niksek,1992-02-01,20.230000000000004,1992,2,tmin
Ohu,1992-02-01,20.1,1992,2,tmin
Utai,1992-02-01,22.470000000000002,1992,2,tmin
Wamangu,1992-02-01,22.130000000000003,1992,2,tmin
Wanang,1992-02-01,22.62,1992,2,tmin
Yapsiei,1992-02-01,21.67,1992,2,tmin
Elem,1992-03-01,21.900000000000002,1992,3,tmin
Morox,1992-03-01,21.390000000000004,1992,3,tmin
Niksek,1992-03-01,21.000000000000004,1992,3,tmin
Ohu,1992-03-01,21.44,1992,3,tmin
Utai,1992-03-01,22.070000000000004,1992,3,tmin
Wamangu,1992-03-01,21.650000000000002,1992,3,tmin
Wanang,1992-03-01,21.880000000000003,1992,3,tmin
Yapsiei,1992-03-01,21.890000000000004,1992,3,tmin
Elem,1992-04-01,21.970000000000002,1992,4,tmin
Morox,1992-04-01,21.35,1992,4,tmin
Niksek,1992-04-01,21.880000000000003,1992,4,tmin
Ohu,1992-04-01,20.87,1992,4,tmin
Utai,1992-04-01,21.21,1992,4,tmin
Wamangu,1992-04-01,20.680000000000003,1992,4,tmin
Wanang,1992-04-01,20.390000000000004,1992,4,tmin
Yapsiei,1992-04-01,20.67,1992,4,tmin
Elem,1992-05-01,21.580000000000002,1992,5,tmin
Morox,1992-05-01,21.150000000000002,1992,5,tmin
Niksek,1992-05-01,21.21,1992,5,tmin
Ohu,1992-05-01,21.230000000000004,1992,5,tmin
Utai,1992-05-01,22.450000000000003,1992,5,tmin
Wamangu,1992-05-01,22.21,1992,5,tmin
Wanang,1992-05-01,22.71,1992,5,tmin
Yapsiei,1992-05-01,21.860000000000003,1992,5,tmin
Elem,1992-06-01,21.590000000000003,1992,6,tmin
Morox,1992-06-01,21.270000000000003,1992,6,tmin
Niksek,1992-06-01,20.930000000000003,1992,6,tmin
Ohu,1992-06-01,21.070000000000004,1992,6,tmin
Utai,1992-06-01,22.01,1992,6,tmin
Wamangu,1992-06-01,21.520000000000003,1992,6,tmin
Wanang,1992-06-01,21.96,1992,6,tmin
Yapsiei,1992-06-01,21.950000000000003,1992,6,tmin
Elem,1992-07-01,22.900000000000002,1992,7,tmin
Morox,1992-07-01,22.380000000000003,1992,7,tmin
Niksek,1992-07-01,23.19,1992,7,tmin
Ohu,1992-07-01,22.070000000000004,1992,7,tmin
Utai,1992-07-01,22.150000000000002,1992,7,tmin
Wamangu,1992-07-01,21.570000000000004,1992,7,tmin
Wanang,1992-07-01,21.230000000000004,1992,7,tmin
Yapsiei,1992-07-01,21.78,1992,7,tmin
Elem,1992-08-01,22.480000000000004,1992,8,tmin
Morox,1992-08-01,21.950000000000003,1992,8,tmin
Niksek,1992-08-01,22.330000000000002,1992,8,tmin
Ohu,1992-08-01,22.250000000000004,1992,8,tmin
Utai,1992-08-01,22.750000000000004,1992,8,tmin
Wamangu,1992-08-01,22.360000000000003,1992,8,tmin
Wanang,1992-08-01,22.860000000000003,1992,8,tmin
Yapsiei,1992-08-01,22.090000000000003,1992,8,tmin
Elem,1992-09-01,22.12,1992,9,tmin
Morox,1992-09-01,21.76,1992,9,tmin
Niksek,1992-09-01,21.21,1992,9,tmin
Ohu,1992-09-01,21.750000000000004,1992,9,tmin
Utai,1992-09-01,22.46,1992,9,tmin
Wamangu,1992-09-01,21.930000000000003,1992,9,tmin
Wanang,1992-09-01,22.21,1992,9,tmin
Yapsiei,1992-09-01,22.12,1992,9,tmin
Elem,1992-10-01,21.590000000000003,1992,10,tmin
Morox,1992-10-01,21.28,1992,10,tmin
Niksek,1992-10-01,21.630000000000003,1992,10,tmin
Ohu,1992-10-01,20.71,1992,10,tmin
Utai,1992-10-01,20.550000000000004,1992,10,tmin
Wamangu,1992-10-01,19.76,1992,10,tmin
Wanang,1992-10-01,19.740000000000002,1992,10,tmin
Yapsiei,1992-10-01,20.140000000000004,1992,10,tmin
Elem,1992-11-01,21.020000000000003,1992,11,tmin
Morox,1992-11-01,20.550000000000004,1992,11,tmin
Niksek,1992-11-01,21.03,1992,11,tmin
Ohu,1992-11-01,20.840000000000003,1992,11,tmin
Utai,1992-11-01,23.550000000000004,1992,11,tmin
Wamangu,1992-11-01,22.820000000000004,1992,11,tmin
Wanang,1992-11-01,23.610000000000003,1992,11,tmin
Yapsiei,1992-11-01,22.300000000000004,1992,11,tmin
Elem,1992-12-01,22.410000000000004,1992,12,tmin
Morox,1992-12-01,21.540000000000003,1992,12,tmin
Niksek,1992-12-01,21.390000000000004,1992,12,tmin
Ohu,1992-12-01,21.87,1992,12,tmin
Utai,1992-12-01,22.660000000000004,1992,12,tmin
Wamangu,1992-12-01,22.46,1992,12,tmin
Wanang,1992-12-01,22.720000000000002,1992,12,tmin
Yapsiei,1992-12-01,22.800000000000004,1992,12,tmin
Elem,1993-01-01,19.980000000000004,1993,1,tmin
Morox,1993-01-01,20.28,1993,1,tmin
Niksek,1993-01-01,19.92,1993,1,tmin
Ohu,1993-01-01,19.69,1993,1,tmin
Utai,1993-01-01,20.360000000000003,1993,1,tmin
Wamangu,1993-01-01,19.990000000000002,1993,1,tmin
Wanang,1993-01-01,19.92,1993,1,tmin
Yapsiei,1993-01-01,19.880000000000003,1993,1,tmin
Elem,1993-02-01,20.67,1993,2,tmin
Morox,1993-02-01,20.790000000000003,1993,2,tmin
Niksek,1993-02-01,20.470000000000002,1993,2,tmin
Ohu,1993-02-01,20.320000000000004,1993,2,tmin
Utai,1993-02-01,21.720000000000002,1993,2,tmin
Wamangu,1993-02-01,21.980000000000004,1993,2,tmin
Wanang,1993-02-01,21.570000000000004,1993,2,tmin
Yapsiei,1993-02-01,21.360000000000003,1993,2,tmin
Elem,1993-03-01,22.240000000000002,1993,3,tmin
Morox,1993-03-01,21.76,1993,3,tmin
Niksek,1993-03-01,21.490000000000002,1993,3,tmin
Ohu,1993-03-01,21.470000000000002,1993,3,tmin
Utai,1993-03-01,22.21,1993,3,tmin
Wamangu,1993-03-01,22.480000000000004,1993,3,tmin
Wanang,1993-03-01,22.050000000000004,1993,3,tmin
Yapsiei,1993-03-01,22.140000000000004,1993,3,tmin
Elem,1993-04-01,20.980000000000004,1993,4,tmin
Morox,1993-04-01,21.090000000000003,1993,4,tmin
Niksek,1993-04-01,20.92,1993,4,tmin
Ohu,1993-04-01,20.490000000000002,1993,4,tmin
Utai,1993-04-01,21.46,1993,4,tmin
Wamangu,1993-04-01,21.220000000000002,1993,4,tmin
Wanang,1993-04-01,20.980000000000004,1993,4,tmin
Yapsiei,1993-04-01,20.680000000000003,1993,4,tmin
Elem,1993-05-01,21.820000000000004,1993,5,tmin
Morox,1993-05-01,21.96,1993,5,tmin
Niksek,1993-05-01,21.400000000000002,1993,5,tmin
Ohu,1993-05-01,21.330000000000002,1993,5,tmin
Utai,1993-05-01,21.660000000000004,1993,5,tmin
Wamangu,1993-05-01,21.92,1993,5,tmin
Wanang,1993-05-01,21.62,1993,5,tmin
Yapsiei,1993-05-01,21.560000000000002,1993,5,tmin
Elem,1993-06-01,21.990000000000002,1993,6,tmin
Morox,1993-06-01,21.78,1993,6,tmin
Niksek,1993-06-01,21.360000000000003,1993,6,tmin
Ohu,1993-06-01,20.970000000000002,1993,6,tmin
Utai,1993-06-01,22.21,1993,6,tmin
Wamangu,1993-06-01,22.500000000000004,1993,6,tmin
Wanang,1993-06-01,22.150000000000002,1993,6,tmin
Yapsiei,1993-06-01,22.240000000000002,1993,6,tmin
Elem,1993-07-01,22.01,1993,7,tmin
Morox,1993-07-01,22.17,1993,7,tmin
Niksek,1993-07-01,22.020000000000003,1993,7,tmin
Ohu,1993-07-01,21.740000000000002,1993,7,tmin
Utai,1993-07-01,22.37,1993,7,tmin
Wamangu,1993-07-01,21.92,1993,7,tmin
Wanang,1993-07-01,21.730000000000004,1993,7,tmin
Yapsiei,1993-07-01,21.71,1993,7,tmin
Elem,1993-08-01,22.580000000000002,1993,8,tmin
Morox,1993-08-01,22.830000000000002,1993,8,tmin
Niksek,1993-08-01,22.340000000000003,1993,8,tmin
Ohu,1993-08-01,22.250000000000004,1993,8,tmin
Utai,1993-08-01,22.040000000000003,1993,8,tmin
Wamangu,1993-08-01,22.250000000000004,1993,8,tmin
Wanang,1993-08-01,21.770000000000003,1993,8,tmin
Yapsiei,1993-08-01,21.720000000000002,1993,8,tmin
Elem,1993-09-01,22.520000000000003,1993,9,tmin
Morox,1993-09-01,22.090000000000003,1993,9,tmin
Niksek,1993-09-01,21.700000000000003,1993,9,tmin
Ohu,1993-09-01,21.730000000000004,1993,9,tmin
Utai,1993-09-01,22.560000000000002,1993,9,tmin
Wamangu,1993-09-01,22.730000000000004,1993,9,tmin
Wanang,1993-09-01,22.410000000000004,1993,9,tmin
Yapsiei,1993-09-01,22.400000000000002,1993,9,tmin
Elem,1993-10-01,20.810000000000002,1993,10,tmin
Morox,1993-10-01,20.980000000000004,1993,10,tmin
Niksek,1993-10-01,20.640000000000004,1993,10,tmin
Ohu,1993-10-01,20.400000000000002,1993,10,tmin
Utai,1993-10-01,20.950000000000003,1993,10,tmin
Wamangu,1993-10-01,20.340000000000003,1993,10,tmin
Wanang,1993-10-01,20.320000000000004,1993,10,tmin
Yapsiei,1993-10-01,20.05,1993,10,tmin
Elem,1993-11-01,21.19,1993,11,tmin
Morox,1993-11-01,21.450000000000003,1993,11,tmin
Niksek,1993-11-01,21.21,1993,11,tmin
Ohu,1993-11-01,21.040000000000003,1993,11,tmin
Utai,1993-11-01,22.450000000000003,1993,11,tmin
Wamangu,1993-11-01,22.490000000000002,1993,11,tmin
Wanang,1993-11-01,22.78,1993,11,tmin
Yapsiei,1993-11-01,22.040000000000003,1993,11,tmin
Elem,1993-12-01,22.550000000000004,1993,12,tmin
Morox,1993-12-01,22.070000000000004,1993,12,tmin
Niksek,1993-12-01,22.060000000000002,1993,12,tmin
Ohu,1993-12-01,21.78,1993,12,tmin
Utai,1993-12-01,22.890000000000004,1993,12,tmin
Wamangu,1993-12-01,23.19,1993,12,tmin
Wanang,1993-12-01,22.880000000000003,1993,12,tmin
Yapsiei,1993-12-01,22.730000000000004,1993,12,tmin
Elem,1994-01-01,20.740000000000002,1994,1,tmin
Morox,1994-01-01,20.380000000000003,1994,1,tmin
Niksek,1994-01-01,20.35,1994,1,tmin
Ohu,1994-01-01,19.990000000000002,1994,1,tmin
Utai,1994-01-01,19.570000000000004,1994,1,tmin
Wamangu,1994-01-01,19.490000000000002,1994,1,tmin
Wanang,1994-01-01,18.830000000000002,1994,1,tmin
Yapsiei,1994-01-01,19.290000000000003,1994,1,tmin
Elem,1994-02-01,19.880000000000003,1994,2,tmin
Morox,1994-02-01,20.080000000000002,1994,2,tmin
Niksek,1994-02-01,19.51,1994,2,tmin
Ohu,1994-02-01,20.28,1994,2,tmin
Utai,1994-02-01,22.44,1994,2,tmin
Wamangu,1994-02-01,21.980000000000004,1994,2,tmin
Wanang,1994-02-01,22.070000000000004,1994,2,tmin
Yapsiei,1994-02-01,21.660000000000004,1994,2,tmin
Elem,1994-03-01,21.44,1994,3,tmin
Morox,1994-03-01,21.250000000000004,1994,3,tmin
Niksek,1994-03-01,20.520000000000003,1994,3,tmin
Ohu,1994-03-01,20.830000000000002,1994,3,tmin
Utai,1994-03-01,21.430000000000003,1994,3,tmin
Wamangu,1994-03-01,21.78,1994,3,tmin
Wanang,1994-03-01,21.050000000000004,1994,3,tmin
Yapsiei,1994-03-01,21.990000000000002,1994,3,tmin
Elem,1994-04-01,21.900000000000002,1994,4,tmin
Morox,1994-04-01,21.240000000000002,1994,4,tmin
Niksek,1994-04-01,21.240000000000002,1994,4,tmin
Ohu,1994-04-01,20.87,1994,4,tmin
Utai,1994-04-01,20.76,1994,4,tmin
Wamangu,1994-04-01,20.740000000000002,1994,4,tmin
Wanang,1994-04-01,20.080000000000002,1994,4,tmin
Yapsiei,1994-04-01,20.17,1994,4,tmin
Elem,1994-05-01,20.980000000000004,1994,5,tmin
Morox,1994-05-01,21.26,1994,5,tmin
Niksek,1994-05-01,20.650000000000002,1994,5,tmin
Ohu,1994-05-01,21.220000000000002,1994,5,tmin
Utai,1994-05-01,22.550000000000004,1994,5,tmin
Wamangu,1994-05-01,22.110000000000003,1994,5,tmin
Wanang,1994-05-01,22.03,1994,5,tmin
Yapsiei,1994-05-01,21.860000000000003,1994,5,tmin
Elem,1994-06-01,21.1,1994,6,tmin
Morox,1994-06-01,21.080000000000002,1994,6,tmin
Niksek,1994-06-01,20.450000000000003,1994,6,tmin
Ohu,1994-06-01,20.470000000000002,1994,6,tmin
Utai,1994-06-01,21.310000000000002,1994,6,tmin
Wamangu,1994-06-01,21.62,1994,6,tmin
Wanang,1994-06-01,21.150000000000002,1994,6,tmin
Yapsiei,1994-06-01,22.050000000000004,1994,6,tmin
Elem,1994-07-01,22.76,1994,7,tmin
Morox,1994-07-01,22.270000000000003,1994,7,tmin
Niksek,1994-07-01,22.390000000000004,1994,7,tmin
Ohu,1994-07-01,22.070000000000004,1994,7,tmin
Utai,1994-07-01,21.67,1994,7,tmin
Wamangu,1994-07-01,21.490000000000002,1994,7,tmin
Wanang,1994-07-01,20.800000000000004,1994,7,tmin
Yapsiei,1994-07-01,21.110000000000003,1994,7,tmin
Elem,1994-08-01,21.85,1994,8,tmin
Morox,1994-08-01,22.130000000000003,1994,8,tmin
Niksek,1994-08-01,21.650000000000002,1994,8,tmin
Ohu,1994-08-01,22.180000000000003,1994,8,tmin
Utai,1994-08-01,22.750000000000004,1994,8,tmin
Wamangu,1994-08-01,22.250000000000004,1994,8,tmin
Wanang,1994-08-01,22.270000000000003,1994,8,tmin
